rep_start_date,price_open,price_high,price_low,price_close,volume_traded,trades_count
2020-10-25T00:00:00.0000000Z,13.59,13.668,13.34,13.35,2732.82881308,88
2020-10-26T00:00:00.0000000Z,13.3,13.446,12.935,13.018,3743.38404076,143
2020-10-27T00:00:00.0000000Z,13.019,13.3,12.83,13.055,1635.52011025,48
2020-10-28T00:00:00.0000000Z,13.062,13.17,12.22,12.348,10126.02476297,215
2020-10-29T00:00:00.0000000Z,12.255,17.0,12.239,13.633,23766.93700842,1346
2020-10-30T00:00:00.0000000Z,13.648,14.697,12.202,13.393,17564.23958638,1080
2020-10-31T00:00:00.0000000Z,13.39,14.2,12.788,13.617,7068.54616922,658
2020-11-01T00:00:00.0000000Z,13.744,14.868,13.298,13.767,9132.93107241,509
2020-11-02T00:00:00.0000000Z,13.841,15.398,13.239,14.598,12173.05256815,769
2020-11-03T00:00:00.0000000Z,14.7,16.874,13.458,14.327,15559.33679187,1234
2020-11-04T00:00:00.0000000Z,14.38,15.571,14.2,14.45,10006.62867204,704
2020-11-05T00:00:00.0000000Z,14.635,14.85,13.9,14.1,5463.08990212,478
2020-11-06T00:00:00.0000000Z,14.214,14.737,14.1,14.498,5686.31901873,415
2020-11-07T00:00:00.0000000Z,14.51,15.28,13.856,13.856,5316.60291096,562
2020-11-08T00:00:00.0000000Z,13.886,15.058,13.157,13.929,22148.50795645,1164
2020-11-09T00:00:00.0000000Z,13.935,16.487,13.583,15.58,12318.04970508,1002
2020-11-10T00:00:00.0000000Z,15.575,16.555,14.964,15.762,14298.75987838,907
2020-11-11T00:00:00.0000000Z,15.621,16.49,15.192,16.319,13728.38424474,721
2020-11-12T00:00:00.0000000Z,16.154,16.322,15.238,15.247,8133.57399697,388
2020-11-13T00:00:00.0000000Z,15.249,16.462,15.132,15.651,7607.39553083,461
2020-11-14T00:00:00.0000000Z,15.649,16.893,15.267,15.977,10039.20503975,616
2020-11-15T00:00:00.0000000Z,16.116,16.46,15.5,15.764,6977.67459749,439
2020-11-16T00:00:00.0000000Z,15.912,17.296,14.78,17.223,18704.54691984,1275
2020-11-17T00:00:00.0000000Z,17.176,17.355,15.959,16.569,8878.71504531,654
2020-11-18T00:00:00.0000000Z,16.674,16.676,15.809,16.298,4660.33981381,352
2020-11-19T00:00:00.0000000Z,16.265,16.464,15.932,16.106,4235.26361202,366
2020-11-20T00:00:00.0000000Z,16.212,16.343,15.839,16.03,4413.42327401,353
2020-11-21T00:00:00.0000000Z,16.075,16.912,15.775,16.766,6427.1629062,578
2020-11-22T00:00:00.0000000Z,16.774,17.182,16.128,16.354,4828.66973892,389
2020-11-23T00:00:00.0000000Z,16.161,17.499,16.161,17.065,5060.8418697,337
2020-11-24T00:00:00.0000000Z,16.957,18.08,16.614,18.073,11006.77644794,853
2020-11-25T00:00:00.0000000Z,17.928,17.928,16.04,16.25,13593.50649591,960
2020-11-26T00:00:00.0000000Z,16.24,16.601,13.817,14.74,29792.29319173,1290
2020-11-27T00:00:00.0000000Z,14.74,15.256,14.311,15.0,5411.4336855,317
2020-11-28T00:00:00.0000000Z,15.0,15.937,14.7,15.65,10288.88787479,490
2020-11-29T00:00:00.0000000Z,15.649,16.4,15.15,15.492,8927.92447117,648
2020-11-30T00:00:00.0000000Z,15.605,16.5,15.516,16.314,4319.22512263,464
2020-12-01T00:00:00.0000000Z,16.171,16.269,15.489,15.864,2235.73304302,237
2020-12-02T00:00:00.0000000Z,15.682,17.337,15.289,16.739,5234.94306227,464
2020-12-03T00:00:00.0000000Z,16.875,17.455,16.231,17.05,7757.20982792,603
2020-12-04T00:00:00.0000000Z,17.049,17.05,15.523,15.582,3632.42866007,365
2020-12-05T00:00:00.0000000Z,15.563,22.218,15.554,19.28,37577.38945213,2357
2020-12-06T00:00:00.0000000Z,19.603,22.8,18.403,20.473,53612.07227444,3218
2020-12-07T00:00:00.0000000Z,20.482,22.792,18.419,19.089,30855.77555927,1975
2020-12-08T00:00:00.0000000Z,19.097,19.475,16.576,17.152,23728.84992711,1480
2020-12-09T00:00:00.0000000Z,17.132,19.703,16.191,17.522,19332.37417869,1371
2020-12-10T00:00:00.0000000Z,17.512,18.471,16.8,16.994,8057.14046923,773
2020-12-11T00:00:00.0000000Z,17.008,17.041,16.099,16.37,7111.51237952,545
2020-12-12T00:00:00.0000000Z,16.359,17.611,16.245,16.774,12836.01414065,753
2020-12-13T00:00:00.0000000Z,16.774,17.45,16.46,17.077,9780.02152853,697
2020-12-14T00:00:00.0000000Z,17.0,17.091,16.512,16.838,1565.80455995,152
2020-12-15T00:00:00.0000000Z,16.891,17.086,16.363,16.45,3220.92987031,284
2020-12-16T00:00:00.0000000Z,16.458,17.356,16.25,17.189,4222.63845769,384
2020-12-17T00:00:00.0000000Z,17.128,17.369,16.257,16.457,7036.75883724,658
2020-12-18T00:00:00.0000000Z,16.564,21.267,16.542,19.82,16955.34142634,816
2020-12-19T00:00:00.0000000Z,19.606,22.22,18.423,19.6,26902.34788795,1594
2020-12-20T00:00:00.0000000Z,19.6,20.111,18.53,18.577,6323.73983555,533
2020-12-21T00:00:00.0000000Z,18.505,20.0,17.531,17.82,10150.13342382,757
2020-12-22T00:00:00.0000000Z,17.79,20.0,17.492,18.09,9670.69113409,933
2020-12-23T00:00:00.0000000Z,17.72,18.367,16.409,16.409,5568.50637881,463
2020-12-24T00:00:00.0000000Z,16.569,18.279,15.127,17.297,5794.38928397,587
2020-12-25T00:00:00.0000000Z,17.408,18.584,17.2,17.93,4283.7905625,395
2020-12-26T00:00:00.0000000Z,18.03,18.939,16.512,16.823,4903.6337603,407
2020-12-27T00:00:00.0000000Z,16.824,18.331,16.624,17.244,7775.09172071,662
2020-12-28T00:00:00.0000000Z,17.081,18.3,16.905,17.218,4692.84605346,477
2020-12-29T00:00:00.0000000Z,17.242,18.619,16.801,17.688,6309.7514693,595
2020-12-30T00:00:00.0000000Z,17.71,18.023,17.0,17.126,3045.84273248,324
2020-12-31T00:00:00.0000000Z,17.245,17.245,16.587,16.81,3388.09931872,315
2021-01-01T00:00:00.0000000Z,16.84,17.358,16.659,16.914,2881.76514276,293
2021-01-02T00:00:00.0000000Z,17.065,17.607,16.441,16.688,10100.50866515,677
2021-01-03T00:00:00.0000000Z,16.74,17.559,16.1,17.428,14856.67548216,753
2021-01-04T00:00:00.0000000Z,17.454,18.26,16.53,17.134,12520.58089469,947
2021-01-05T00:00:00.0000000Z,17.069,19.809,16.996,18.372,12980.5105284,1113
2021-01-06T00:00:00.0000000Z,18.358,20.029,17.64,19.369,18526.0906864,1342
2021-01-07T00:00:00.0000000Z,19.37,21.842,18.858,19.36,33439.79608069,1719
2021-01-09T00:00:00.0000000Z,18.44,20.666,18.19,20.648,17265.89222089,851
2021-01-10T00:00:00.0000000Z,20.592,22.277,18.515,20.5,32654.16666714,1680
2021-01-11T00:00:00.0000000Z,20.358,20.358,17.22,18.406,24261.89312255,1776
2021-01-12T00:00:00.0000000Z,18.3,21.6,17.927,18.261,9382.90843594,1085
2021-01-13T00:00:00.0000000Z,18.157,20.103,17.945,19.32,3815.90101644,409
2021-01-14T00:00:00.0000000Z,19.389,20.894,19.091,19.566,10100.94679699,969
2021-01-15T00:00:00.0000000Z,19.566,20.565,18.632,19.478,5254.58536769,629
2021-01-16T00:00:00.0000000Z,19.35,20.41,19.35,19.93,4464.3252574,352
2021-01-17T00:00:00.0000000Z,20.08,20.993,19.155,20.7,8293.54107193,664
2021-01-18T00:00:00.0000000Z,20.573,21.621,19.945,21.098,7386.11547641,541
2021-01-19T00:00:00.0000000Z,20.979,23.081,19.81,22.239,10599.31133756,920
2021-01-20T00:00:00.0000000Z,22.237,30.0,22.024,24.036,64175.61039714,5209
2021-01-21T00:00:00.0000000Z,23.936,25.907,19.764,20.501,24968.42730813,2339
2021-01-22T00:00:00.0000000Z,20.568,23.692,19.265,21.369,17463.40340295,1523
2021-01-23T00:00:00.0000000Z,21.369,22.659,20.509,21.397,11504.52790258,892
2021-01-24T00:00:00.0000000Z,21.368,22.4,21.039,21.371,7666.32172071,663
2021-01-25T00:00:00.0000000Z,21.473,21.751,20.312,20.599,6034.38658254,557
2021-01-26T00:00:00.0000000Z,20.541,21.68,19.498,21.38,4677.65284179,523
2021-01-27T00:00:00.0000000Z,21.392,22.4,19.104,19.329,12640.6700043,1128
2021-01-28T00:00:00.0000000Z,19.231,20.57,19.231,20.1,4115.42628999,355
2021-01-29T00:00:00.0000000Z,20.125,20.728,19.574,19.961,3056.84891711,379
2021-01-30T00:00:00.0000000Z,19.959,23.703,19.903,20.43,4530.39792288,554
2021-01-31T00:00:00.0000000Z,20.342,21.751,19.842,20.048,6974.86095729,575
2021-02-01T00:00:00.0000000Z,20.094,20.767,19.801,20.075,5441.82429194,427
2021-02-02T00:00:00.0000000Z,20.24,20.514,19.256,19.42,12296.60237565,837
2021-02-03T00:00:00.0000000Z,19.594,21.29,19.594,21.035,8161.35033033,604
2021-02-04T00:00:00.0000000Z,21.016,21.975,19.91,21.096,18538.11145086,1147
2021-02-05T00:00:00.0000000Z,21.094,24.145,20.967,23.281,17282.84867082,1345
2021-02-06T00:00:00.0000000Z,23.488,23.974,21.537,22.956,11579.13851194,1045
2021-02-07T00:00:00.0000000Z,22.674,25.563,19.921,23.35,21825.46784414,1818
2021-02-08T00:00:00.0000000Z,23.693,25.0,22.75,24.234,15525.21665555,1082
2021-02-09T00:00:00.0000000Z,23.995,27.0,23.234,25.587,22853.03081642,1500
2021-02-10T00:00:00.0000000Z,25.819,27.7,23.752,25.508,15487.80485852,1292
2021-02-11T00:00:00.0000000Z,25.508,29.519,25.508,28.222,15196.32708766,1131
2021-02-12T00:00:00.0000000Z,28.222,31.85,26.844,30.075,13805.14811536,1395
2021-02-13T00:00:00.0000000Z,30.013,38.0,28.522,33.037,22088.43211701,2083
2021-02-14T00:00:00.0000000Z,33.037,56.0,32.27,45.0,74395.19682073,6557
2021-02-15T00:00:00.0000000Z,43.985,52.1,37.001,40.611,44482.00380193,3835
2021-02-16T00:00:00.0000000Z,40.611,46.3,34.999,38.791,27185.34185334,2221
2021-02-17T00:00:00.0000000Z,38.793,41.537,36.852,39.932,21273.52135672,1612
2021-02-18T00:00:00.0000000Z,39.948,41.18,37.754,38.386,16201.72337299,1347
2021-02-19T00:00:00.0000000Z,38.188,38.891,37.601,37.819,11913.00194896,840
2021-02-20T00:00:00.0000000Z,38.037,40.332,37.5,37.513,14604.30757443,1477
2021-02-21T00:00:00.0000000Z,37.518,39.844,37.18,37.566,9927.91656542,801
2021-02-22T00:00:00.0000000Z,37.282,38.473,29.0,33.944,18576.48972045,1471
2021-02-23T00:00:00.0000000Z,34.0,40.0,24.9,29.148,30646.98234277,2626
2021-02-24T00:00:00.0000000Z,29.765,38.0,28.749,33.147,19265.803002,1608
2021-02-25T00:00:00.0000000Z,33.126,37.36,26.0,32.0,14672.05875314,1387
2021-02-26T00:00:00.0000000Z,31.951,35.287,30.621,31.921,13671.88788266,1057
2021-02-27T00:00:00.0000000Z,31.93,33.841,31.179,31.338,9087.59280145,808
2021-02-28T00:00:00.0000000Z,31.417,31.885,27.703,30.3,7380.93062173,858
2021-03-01T00:00:00.0000000Z,30.088,33.013,29.64,30.817,17264.52141923,1680
2021-03-02T00:00:00.0000000Z,30.908,31.906,29.006,30.829,5563.68234325,569
2021-03-03T00:00:00.0000000Z,30.83,32.536,30.686,31.344,4064.43883085,630
2021-03-04T00:00:00.0000000Z,31.357,31.771,29.721,29.84,2085.39724442,269
2021-03-05T00:00:00.0000000Z,29.72,30.75,28.441,30.568,4604.01608249,537
2021-03-06T00:00:00.0000000Z,30.489,32.495,29.65,31.111,4646.2952257,429
2021-03-07T00:00:00.0000000Z,31.037,31.878,30.667,31.582,2775.16379539,314
2021-03-08T00:00:00.0000000Z,31.334,31.785,30.547,31.609,2686.63061517,294
2021-03-09T00:00:00.0000000Z,31.712,36.055,31.436,33.212,5088.1070308,624
2021-03-10T00:00:00.0000000Z,33.451,35.451,31.2,34.164,8428.99138083,755
2021-03-11T00:00:00.0000000Z,33.956,34.903,32.743,32.782,2817.62314728,318
2021-03-12T00:00:00.0000000Z,32.952,32.974,30.603,31.053,4085.74546941,582
2021-03-13T00:00:00.0000000Z,31.077,33.286,30.247,32.489,4794.34776034,473
2021-03-14T00:00:00.0000000Z,32.54,32.667,30.857,31.261,5612.43550397,337
2021-03-15T00:00:00.0000000Z,31.024,31.468,29.153,29.888,8044.10968444,473
2021-03-16T00:00:00.0000000Z,29.988,30.723,29.212,30.562,2477.67065744,239
2021-03-17T00:00:00.0000000Z,30.546,32.589,29.301,30.966,4178.74374349,422
2021-03-18T00:00:00.0000000Z,31.009,35.5,30.751,31.668,9200.74326227,477
2021-03-19T00:00:00.0000000Z,31.677,35.0,30.794,32.307,14183.59707615,782
2021-03-20T00:00:00.0000000Z,32.552,33.728,31.314,31.574,6064.0574152,472
2021-03-21T00:00:00.0000000Z,31.512,32.088,29.693,31.204,5041.77574358,405
2021-03-22T00:00:00.0000000Z,31.091,41.0,31.018,36.736,52091.07387994,2539
2021-03-23T00:00:00.0000000Z,37.144,46.227,36.752,38.171,66495.87978472,3783
2021-03-24T00:00:00.0000000Z,38.629,39.699,31.34,33.666,24018.84662348,1664
2021-03-25T00:00:00.0000000Z,33.353,33.99,30.484,30.64,9748.88113591,828
2021-03-26T00:00:00.0000000Z,30.794,33.592,30.794,33.564,12267.96901537,827
2021-03-27T00:00:00.0000000Z,33.647,34.464,32.005,32.558,4201.01201986,390
2021-03-28T00:00:00.0000000Z,32.807,36.501,31.591,35.73,14449.80924367,984
2021-03-29T00:00:00.0000000Z,35.6,38.849,34.503,38.184,9408.03113435,915
2021-03-30T00:00:00.0000000Z,38.366,53.0,37.602,40.294,28391.01379475,2157
2021-03-31T00:00:00.0000000Z,40.691,42.097,34.829,40.031,20770.11894262,1311
2021-04-01T00:00:00.0000000Z,39.846,40.24,38.398,38.992,5850.77063451,588
2021-04-02T00:00:00.0000000Z,39.09,40.43,37.991,40.185,5008.16001298,494
2021-04-03T00:00:00.0000000Z,40.306,43.0,36.625,37.105,8462.29277585,938
2021-04-04T00:00:00.0000000Z,36.97,42.199,36.722,40.878,7131.36968982,565
2021-04-05T00:00:00.0000000Z,40.818,43.112,38.911,42.221,10045.70711537,872
2021-04-06T00:00:00.0000000Z,42.572,45.616,41.064,43.391,15022.89888065,1218
2021-04-07T00:00:00.0000000Z,43.932,49.899,39.149,48.612,27717.59884949,2164
2021-04-08T00:00:00.0000000Z,48.573,50.573,44.193,50.177,14632.52109466,1241
2021-04-09T00:00:00.0000000Z,50.59,56.81,47.247,56.773,15023.94227568,1340
2021-04-10T00:00:00.0000000Z,56.7,58.349,54.018,54.835,3976.264596,374
2021-04-11T00:00:00.0000000Z,52.369,52.369,48.128,49.273,5554.29203169,501
2021-04-12T00:00:00.0000000Z,49.14,49.266,46.315,47.664,13137.68221235,707
2021-04-13T00:00:00.0000000Z,47.743,52.466,47.519,49.871,5325.50232067,462
2021-04-14T00:00:00.0000000Z,49.94,51.753,47.579,48.361,4370.94818006,492
2021-04-15T00:00:00.0000000Z,49.191,52.0,48.497,49.954,12631.55112019,660
2021-04-16T00:00:00.0000000Z,50.688,54.429,48.002,52.814,17436.83690362,1525
2021-04-17T00:00:00.0000000Z,52.641,53.891,49.759,50.619,6078.96029246,602
2021-04-19T00:00:00.0000000Z,45.598,46.559,40.317,40.979,7951.89306341,668
2021-04-20T00:00:00.0000000Z,40.13,40.667,31.013,40.592,10635.49139398,663
2021-04-21T00:00:00.0000000Z,41.525,43.857,40.497,40.583,4928.49417486,600
2021-04-22T00:00:00.0000000Z,40.756,45.6,38.15,39.308,7833.66190622,1094
2021-04-23T00:00:00.0000000Z,39.205,39.608,33.309,37.013,7131.48960356,571
2021-04-24T00:00:00.0000000Z,37.911,37.98,37.58,37.701,215.32166643,40
2021-04-25T00:00:00.0000000Z,35.566,36.188,33.289,34.26,9281.68769217,602
2021-04-26T00:00:00.0000000Z,34.26,40.829,34.26,39.052,10713.85916397,1065
2021-04-27T00:00:00.0000000Z,38.635,42.391,38.026,41.007,7578.95014644,748
2021-04-28T00:00:00.0000000Z,41.006,41.847,39.636,40.443,3761.19643486,509
2021-04-29T00:00:00.0000000Z,40.715,41.343,39.128,39.986,6203.3149115,745
2021-04-30T00:00:00.0000000Z,40.132,43.621,39.767,43.407,3888.9875899,516
2021-05-01T00:00:00.0000000Z,43.549,43.801,40.134,42.72,12775.52789547,924
2021-05-02T00:00:00.0000000Z,42.794,43.004,40.182,41.431,2927.22523872,327
2021-05-03T00:00:00.0000000Z,41.274,44.0,41.274,43.087,7816.05801571,656
2021-05-04T00:00:00.0000000Z,43.225,43.481,38.224,39.542,6820.50938426,620
2021-05-05T00:00:00.0000000Z,38.821,47.209,38.485,47.209,8972.2713704,924
2021-05-06T00:00:00.0000000Z,46.966,50.897,44.972,50.312,23338.57256866,1826
2021-05-07T00:00:00.0000000Z,50.03,51.727,46.185,46.926,18192.8840214,1459
2021-05-08T00:00:00.0000000Z,47.0,49.5,45.886,46.85,5279.23180375,444
2021-05-09T00:00:00.0000000Z,46.942,46.99,43.001,45.586,10384.12641638,578
2021-05-10T00:00:00.0000000Z,45.556,47.8,40.928,41.228,11194.14494992,779
2021-05-11T00:00:00.0000000Z,41.009,46.71,38.554,44.858,5538.53167043,684
2021-05-12T00:00:00.0000000Z,45.147,46.71,38.0,38.153,13255.84025479,925
2021-05-13T00:00:00.0000000Z,38.567,40.796,34.96,39.098,13557.76395298,1298
2021-05-14T00:00:00.0000000Z,39.048,42.685,38.806,41.064,2878.03553479,545
2021-05-15T00:00:00.0000000Z,41.152,42.975,38.375,38.899,2598.3096176,424
2021-05-16T00:00:00.0000000Z,38.893,47.509,36.719,38.02,15457.51133133,1483
2021-05-17T00:00:00.0000000Z,38.62,38.62,33.332,35.147,12096.94335414,1227
2021-05-18T00:00:00.0000000Z,35.087,38.6,34.691,37.58,6417.80140043,775
2021-05-19T00:00:00.0000000Z,37.389,37.928,22.002,27.01,25450.91071625,2581
2021-05-20T00:00:00.0000000Z,26.631,50.38,23.876,33.66,31673.22796119,3838
2021-05-21T00:00:00.0000000Z,34.198,42.0,29.25,32.778,29742.50099093,3460
2021-05-22T00:00:00.0000000Z,32.779,39.8,32.779,36.352,36505.16629233,4517
2021-05-23T00:00:00.0000000Z,36.352,36.78,23.534,28.466,21470.65640508,2564
2021-05-24T00:00:00.0000000Z,28.708,36.544,26.786,34.184,29079.10773752,3130
2021-05-25T00:00:00.0000000Z,34.169,38.0,29.807,30.634,23582.8028368,2547
2021-05-26T00:00:00.0000000Z,30.742,33.782,30.281,32.835,7030.52205921,992
2021-05-27T00:00:00.0000000Z,32.835,33.046,29.737,31.167,4592.03456822,614
2021-05-28T00:00:00.0000000Z,31.189,31.332,27.686,28.404,5312.71127341,632
2021-05-29T00:00:00.0000000Z,28.517,29.87,25.797,27.456,3649.16602716,572
2021-05-30T00:00:00.0000000Z,27.259,30.62,26.476,30.539,2496.75721978,401
2021-05-31T00:00:00.0000000Z,30.552,30.795,27.636,29.181,4843.23141774,636
2021-06-01T00:00:00.0000000Z,29.567,30.744,28.464,28.826,3680.61223145,596
2021-06-02T00:00:00.0000000Z,29.017,31.535,28.136,30.175,5765.32290936,816
2021-06-03T00:00:00.0000000Z,30.173,30.944,29.158,30.944,4140.53442864,561
2021-06-04T00:00:00.0000000Z,30.975,32.708,28.726,28.726,7930.08790867,1212
2021-06-05T00:00:00.0000000Z,28.793,30.074,28.071,28.079,3015.69377533,486
2021-06-06T00:00:00.0000000Z,28.121,29.692,28.091,29.056,2355.74735755,300
2021-06-07T00:00:00.0000000Z,29.056,29.558,27.421,27.447,3515.41700442,505
2021-06-08T00:00:00.0000000Z,27.446,27.447,24.727,26.178,6219.07759555,645
2021-06-09T00:00:00.0000000Z,26.23,27.381,25.067,26.643,2867.5020373,421
2021-06-10T00:00:00.0000000Z,26.85,27.553,25.508,26.276,5493.54247789,460
2021-06-11T00:00:00.0000000Z,26.27,26.607,24.296,24.305,4989.38279934,542
2021-06-12T00:00:00.0000000Z,24.389,24.389,23.437,23.882,2507.01360669,257
2021-06-13T00:00:00.0000000Z,23.944,25.383,23.442,25.128,2737.55163117,459
2021-06-14T00:00:00.0000000Z,24.992,26.178,24.674,24.981,4651.87257891,543
2021-06-15T00:00:00.0000000Z,25.165,26.66,24.518,25.435,3413.15422388,406
2021-06-16T00:00:00.0000000Z,25.352,25.352,23.75,23.87,3118.95921619,285
2021-06-17T00:00:00.0000000Z,23.875,25.351,23.215,23.503,4591.08842154,332
2021-06-18T00:00:00.0000000Z,23.522,24.683,21.48,22.033,8968.48223864,613
2021-06-19T00:00:00.0000000Z,22.18,22.649,21.255,21.261,4269.82180121,778
2021-06-20T00:00:00.0000000Z,21.467,21.689,20.359,21.348,3386.08581743,331
2021-06-21T00:00:00.0000000Z,21.364,21.419,17.535,17.535,8319.77098825,596
2021-06-22T00:00:00.0000000Z,17.595,18.268,14.967,17.053,4214.27260616,468
2021-06-23T00:00:00.0000000Z,17.051,18.9,17.048,17.864,2899.82590926,205
2021-06-24T00:00:00.0000000Z,17.988,18.824,17.677,18.633,3200.77005916,200
2021-06-25T00:00:00.0000000Z,18.636,19.626,17.48,17.706,831.50624978,88
2021-06-26T00:00:00.0000000Z,17.512,17.824,16.999,17.433,603.01551331,115
2021-06-27T00:00:00.0000000Z,17.627,20.935,17.473,19.823,3811.67590356,341
2021-06-28T00:00:00.0000000Z,19.563,20.33,18.083,19.316,3842.40684536,386
2021-06-29T00:00:00.0000000Z,19.187,20.701,18.595,20.27,2394.05991402,312
2021-06-30T00:00:00.0000000Z,20.347,30.999,20.139,25.999,36920.15489771,2297
2021-07-01T00:00:00.0000000Z,25.999,26.5,22.775,23.285,11956.94070942,1027
2021-07-02T00:00:00.0000000Z,22.851,23.881,20.607,22.039,8823.25516008,736
2021-07-03T00:00:00.0000000Z,21.911,22.52,21.598,22.234,1258.11381169,223
2021-07-04T00:00:00.0000000Z,22.232,26.0,21.982,22.281,8135.02303685,606
2021-07-05T00:00:00.0000000Z,22.248,22.425,21.5,21.7,1665.78741526,109
2021-07-06T00:00:00.0000000Z,21.717,21.983,21.149,21.149,993.96105713,138
2021-07-07T00:00:00.0000000Z,21.144,21.54,20.645,20.959,3536.97351284,316
2021-07-08T00:00:00.0000000Z,21.112,21.294,19.14,20.003,6632.25457389,463
2021-07-09T00:00:00.0000000Z,20.013,20.34,19.922,20.005,1888.82442948,142
2021-07-10T00:00:00.0000000Z,20.005,20.288,19.823,20.017,581.07729155,95
2021-07-11T00:00:00.0000000Z,19.951,21.997,19.823,20.123,6774.86355196,401
2021-07-12T00:00:00.0000000Z,20.127,20.407,18.604,19.159,3691.63236742,307
2021-07-13T00:00:00.0000000Z,19.159,20.275,19.075,19.685,4184.70498067,321
2021-07-14T00:00:00.0000000Z,19.685,21.227,18.316,19.0,23202.95344335,1390
2021-07-15T00:00:00.0000000Z,18.97,20.0,18.575,19.303,3652.04699321,464
2021-07-16T00:00:00.0000000Z,19.388,21.984,19.061,21.046,33948.8139916,1950
2021-07-17T00:00:00.0000000Z,21.014,24.25,19.822,19.822,27786.49701929,1704
2021-07-18T00:00:00.0000000Z,19.819,20.908,19.138,19.2,4888.33870453,549
2021-07-19T00:00:00.0000000Z,19.2,19.38,18.758,19.005,1345.80053591,140
2021-07-20T00:00:00.0000000Z,19.005,19.912,17.7,17.962,4787.70097369,450
2021-07-21T00:00:00.0000000Z,17.929,19.186,17.74,18.995,3208.9216965,217
2021-07-22T00:00:00.0000000Z,19.005,19.442,18.945,19.217,1119.51690259,72
2021-07-23T00:00:00.0000000Z,19.337,19.546,19.098,19.47,473.51159845,57
2021-07-24T00:00:00.0000000Z,19.493,27.002,19.492,26.859,62843.8363095,2309
2021-07-25T00:00:00.0000000Z,27.06,34.961,27.06,31.668,50507.34655779,2452
2021-07-26T00:00:00.0000000Z,31.602,32.747,28.266,29.058,16180.00354035,894
2021-07-28T00:00:00.0000000Z,27.541,28.579,26.348,26.938,6021.40304349,436
2021-07-29T00:00:00.0000000Z,26.665,26.865,26.285,26.52,3262.42427395,192
2021-07-30T00:00:00.0000000Z,26.64,27.158,26.253,26.955,2165.29595176,135
2021-07-31T00:00:00.0000000Z,27.16,27.466,26.622,27.419,1127.16847915,167
2021-08-01T00:00:00.0000000Z,27.199,27.451,26.858,27.005,1627.83545752,186
2021-08-02T00:00:00.0000000Z,26.858,30.86,26.858,27.001,9176.51301881,757
2021-08-03T00:00:00.0000000Z,27.046,27.284,26.012,26.365,1101.06347049,142
2021-08-04T00:00:00.0000000Z,26.201,27.126,26.001,27.126,2143.58289532,276
2021-08-05T00:00:00.0000000Z,27.06,27.06,26.149,26.768,1060.04190676,152
2021-08-06T00:00:00.0000000Z,26.744,27.572,26.565,26.902,1068.02771304,154
2021-08-07T00:00:00.0000000Z,26.84,28.018,26.743,27.257,5055.21560821,497
2021-08-08T00:00:00.0000000Z,27.257,29.751,26.62,26.997,6946.12986707,810
2021-08-09T00:00:00.0000000Z,27.044,27.978,25.796,27.693,10330.34184766,862
2021-08-10T00:00:00.0000000Z,27.38,28.891,26.881,28.799,2234.48822469,324
2021-08-11T00:00:00.0000000Z,28.737,29.253,27.749,28.515,12756.01809813,684
2021-08-12T00:00:00.0000000Z,28.29,28.743,26.423,27.051,4507.55366788,343
2021-08-13T00:00:00.0000000Z,27.251,29.148,27.007,28.94,5233.95298243,395
2021-08-14T00:00:00.0000000Z,28.658,30.0,28.071,28.448,6965.86057368,516
2021-08-15T00:00:00.0000000Z,28.528,28.589,27.748,28.093,4392.66900669,277
2021-08-16T00:00:00.0000000Z,28.175,28.451,27.75,27.75,5663.07468405,394
2021-08-17T00:00:00.0000000Z,27.75,30.065,26.876,26.91,14669.10118112,1031
2021-08-18T00:00:00.0000000Z,27.283,28.34,25.672,26.672,5732.51233772,628
2021-08-19T00:00:00.0000000Z,26.684,27.574,26.14,27.346,3781.03606174,333
2021-08-20T00:00:00.0000000Z,27.373,28.918,27.373,28.014,1855.38410974,229
2021-08-21T00:00:00.0000000Z,28.3,29.187,27.828,28.475,10285.33919891,436
2021-08-22T00:00:00.0000000Z,28.461,30.363,28.147,29.707,16907.94926073,841
2021-08-23T00:00:00.0000000Z,29.691,30.618,28.913,30.135,7043.8926196,405
2021-08-24T00:00:00.0000000Z,30.098,30.381,27.236,27.652,7390.35039371,527
2021-08-25T00:00:00.0000000Z,27.652,28.57,26.497,28.391,8789.19977776,500
2021-08-26T00:00:00.0000000Z,28.434,28.891,26.424,27.001,6173.00875768,456
2021-08-27T00:00:00.0000000Z,27.123,29.149,26.594,27.81,2863.75710696,393
2021-08-28T00:00:00.0000000Z,27.811,28.862,27.733,28.256,2854.6556093,224
2021-08-29T00:00:00.0000000Z,28.279,29.568,28.279,28.938,4699.1655412,397
2021-08-30T00:00:00.0000000Z,28.814,28.814,27.121,27.229,6396.93398544,437
2021-08-31T00:00:00.0000000Z,27.23,30.444,27.2,27.87,17523.46899118,1031
2021-09-01T00:00:00.0000000Z,27.708,28.826,27.093,28.682,5329.37320354,389
2021-09-02T00:00:00.0000000Z,28.614,29.22,28.543,28.695,4867.63261647,325
2021-09-03T00:00:00.0000000Z,28.654,29.391,28.081,29.352,3989.71454345,271
2021-09-04T00:00:00.0000000Z,29.368,32.736,29.189,32.571,29988.93892993,2089
2021-09-05T00:00:00.0000000Z,32.516,34.444,31.547,33.417,25184.16984196,1639
2021-09-06T00:00:00.0000000Z,33.44,34.121,31.765,32.494,10131.94397847,961
2021-09-07T00:00:00.0000000Z,32.644,32.644,24.677,27.19,10509.48315181,1148
